Spot index;x;y
1634563;5064.734375;-29384.533203125
1634564;5084.734375;-29384.533203125
1634565;5104.734375;-29384.533203125
1634566;5124.734375;-29384.533203125
1634567;5144.734375;-29384.533203125
1634568;5164.734375;-29384.533203125
1634569;5184.734375;-29384.533203125
1634570;5204.734375;-29384.533203125
1634571;5224.734375;-29384.533203125
1634572;5244.734375;-29384.533203125
1634573;5264.734375;-29384.533203125
1634574;5284.734375;-29384.533203125
1634575;5304.734375;-29384.533203125
1634576;5324.734375;-29384.533203125
1634577;5344.734375;-29384.533203125
1634578;5364.734375;-29384.533203125
1634579;5384.734375;-29384.533203125
1634580;5404.734375;-29384.533203125
1634581;5424.734375;-29384.533203125
1634582;5444.734375;-29384.533203125
1634583;5464.734375;-29384.533203125
1634584;5484.734375;-29384.533203125
1634585;5504.734375;-29384.533203125
1634586;5524.734375;-29384.533203125
1634587;5544.734375;-29384.533203125
1634588;5564.734375;-29384.533203125
1634589;5584.734375;-29384.533203125
1634590;5604.734375;-29384.533203125
1634591;5624.734375;-29384.533203125
1634592;5644.734375;-29384.533203125
1634593;5664.734375;-29384.533203125
1634594;5684.734375;-29384.533203125
1634595;5704.734375;-29384.533203125
1634596;5724.734375;-29384.533203125
1634597;5744.734375;-29384.533203125
1634598;5764.734375;-29384.533203125
1634599;5784.734375;-29384.533203125
1634600;5804.734375;-29384.533203125
1634601;5824.734375;-29384.533203125
1634602;5844.734375;-29384.533203125
1634603;5864.734375;-29384.533203125
1634604;5884.734375;-29384.533203125
1634605;5904.734375;-29384.533203125
1634606;5924.734375;-29384.533203125
1634607;5944.734375;-29384.533203125
1634608;5964.734375;-29384.533203125
1634609;5984.734375;-29384.533203125
1634610;6004.734375;-29384.533203125
1634611;6024.734375;-29384.533203125
1634612;6044.734375;-29384.533203125
1634613;6064.734375;-29384.533203125
1634614;6084.734375;-29384.533203125
1634615;3524.7341308594;-29404.533203125
1634616;3544.7341308594;-29404.533203125
1634617;3564.7341308594;-29404.533203125
1634618;3584.7341308594;-29404.533203125
1634619;3604.7341308594;-29404.533203125
1634620;3624.7341308594;-29404.533203125
1634621;3644.7341308594;-29404.533203125
1634622;3664.7341308594;-29404.533203125
1634623;3684.7341308594;-29404.533203125
1634624;3704.7341308594;-29404.533203125
1634625;3724.7341308594;-29404.533203125
1634626;3744.7341308594;-29404.533203125
1634627;3764.7341308594;-29404.533203125
1634628;3784.7341308594;-29404.533203125
1634629;3804.7341308594;-29404.533203125
1634630;3824.7341308594;-29404.533203125
1634631;3844.7341308594;-29404.533203125
1634632;3864.7341308594;-29404.533203125
1634633;3884.7341308594;-29404.533203125
1634634;3904.7341308594;-29404.533203125
1634635;3924.7341308594;-29404.533203125
1634636;3944.7341308594;-29404.533203125
1634637;3964.7341308594;-29404.533203125
1634638;3984.7341308594;-29404.533203125
1634639;4004.7341308594;-29404.533203125
1634640;4024.7341308594;-29404.533203125
1634641;4044.7341308594;-29404.533203125
1634642;4064.7341308594;-29404.533203125
1634643;4084.7341308594;-29404.533203125
1634644;4104.734375;-29404.533203125
1634645;4124.734375;-29404.533203125
1634646;4144.734375;-29404.533203125
1634647;4164.734375;-29404.533203125
1634648;4184.734375;-29404.533203125
1634649;4204.734375;-29404.533203125
1634650;4224.734375;-29404.533203125
1634651;4244.734375;-29404.533203125
1634652;4264.734375;-29404.533203125
1634653;4284.734375;-29404.533203125
1634654;4304.734375;-29404.533203125
1634655;4324.734375;-29404.533203125
1634656;4344.734375;-29404.533203125
1634657;4364.734375;-29404.533203125
1634658;4384.734375;-29404.533203125
1634659;4404.734375;-29404.533203125
1634660;4424.734375;-29404.533203125
1634661;4444.734375;-29404.533203125
1634662;4464.734375;-29404.533203125
1634663;4484.734375;-29404.533203125
1634664;4504.734375;-29404.533203125
1634665;4524.734375;-29404.533203125
1634666;4544.734375;-29404.533203125
1634667;4564.734375;-29404.533203125
1634668;4584.734375;-29404.533203125
1634669;4604.734375;-29404.533203125
1634670;4624.734375;-29404.533203125
1634671;4644.734375;-29404.533203125
1634672;4664.734375;-29404.533203125
1634673;4684.734375;-29404.533203125
1634674;4704.734375;-29404.533203125
1634675;4724.734375;-29404.533203125
1634676;4744.734375;-29404.533203125
1634677;4764.734375;-29404.533203125
1634678;4784.734375;-29404.533203125
1634679;4804.734375;-29404.533203125
1634680;4824.734375;-29404.533203125
1634681;4844.734375;-29404.533203125
1634682;4864.734375;-29404.533203125
1634683;4884.734375;-29404.533203125
1634684;4904.734375;-29404.533203125
1634685;4924.734375;-29404.533203125
1634686;4944.734375;-29404.533203125
1634687;4964.734375;-29404.533203125
1634688;4984.734375;-29404.533203125
1634689;5004.734375;-29404.533203125
1634690;5024.734375;-29404.533203125
1634691;5044.734375;-29404.533203125
1634692;5064.734375;-29404.533203125
1634693;5084.734375;-29404.533203125
1634694;5104.734375;-29404.533203125
1634695;5124.734375;-29404.533203125
1634696;5144.734375;-29404.533203125
1634697;5164.734375;-29404.533203125
1634698;5184.734375;-29404.533203125
1634699;5204.734375;-29404.533203125
1634700;5224.734375;-29404.533203125
1634701;5244.734375;-29404.533203125
1634702;5264.734375;-29404.533203125
1634703;5284.734375;-29404.533203125
1634704;5304.734375;-29404.533203125
1634705;5324.734375;-29404.533203125
1634706;5344.734375;-29404.533203125
1634707;5364.734375;-29404.533203125
1634708;5384.734375;-29404.533203125
1634709;5404.734375;-29404.533203125
1634710;5424.734375;-29404.533203125
1634711;5444.734375;-29404.533203125
1634712;5464.734375;-29404.533203125
1634713;5484.734375;-29404.533203125
1634714;5504.734375;-29404.533203125
1634715;5524.734375;-29404.533203125
1634716;5544.734375;-29404.533203125
1634717;5564.734375;-29404.533203125
1634718;5584.734375;-29404.533203125
1634719;5604.734375;-29404.533203125
1634720;5624.734375;-29404.533203125
1634721;5644.734375;-29404.533203125
1634722;5664.734375;-29404.533203125
1634723;5684.734375;-29404.533203125
1634724;5704.734375;-29404.533203125
1634725;5724.734375;-29404.533203125
1634726;5744.734375;-29404.533203125
1634727;5764.734375;-29404.533203125
1634728;5784.734375;-29404.533203125
1634729;5804.734375;-29404.533203125
1634730;5824.734375;-29404.533203125
1634731;5844.734375;-29404.533203125
1634732;5864.734375;-29404.533203125
1634733;5884.734375;-29404.533203125
1634734;5904.734375;-29404.533203125
1634735;5924.734375;-29404.533203125
1634736;5944.734375;-29404.533203125
1634737;5964.734375;-29404.533203125
1634738;5984.734375;-29404.533203125
1634739;6004.734375;-29404.533203125
1634740;6024.734375;-29404.533203125
1634741;6044.734375;-29404.533203125
1634742;6064.734375;-29404.533203125
1634743;6084.734375;-29404.533203125
1634744;3504.7341308594;-29424.533203125
1634745;3524.7341308594;-29424.533203125
1634746;3544.7341308594;-29424.533203125
1634747;3564.7341308594;-29424.533203125
1634748;3584.7341308594;-29424.533203125
1634749;3604.7341308594;-29424.533203125
1634750;3624.7341308594;-29424.533203125
1634751;3644.7341308594;-29424.533203125
1634752;3664.7341308594;-29424.533203125
1634753;3684.7341308594;-29424.533203125
1634754;3704.7341308594;-29424.533203125
1634755;3724.7341308594;-29424.533203125
1634756;3744.7341308594;-29424.533203125
1634757;3764.7341308594;-29424.533203125
1634758;3784.7341308594;-29424.533203125
1634759;3804.7341308594;-29424.533203125
1634760;3824.7341308594;-29424.533203125
1634761;3844.7341308594;-29424.533203125
1634762;3864.7341308594;-29424.533203125
1634763;3884.7341308594;-29424.533203125
1634764;3904.7341308594;-29424.533203125
1634765;3924.7341308594;-29424.533203125
1634766;3944.7341308594;-29424.533203125
1634767;3964.7341308594;-29424.533203125
1634768;3984.7341308594;-29424.533203125
1634769;4004.7341308594;-29424.533203125
1634770;4024.7341308594;-29424.533203125
1634771;4044.7341308594;-29424.533203125
1634772;4064.7341308594;-29424.533203125
1634773;4084.7341308594;-29424.533203125
1634774;4104.734375;-29424.533203125
1634775;4124.734375;-29424.533203125
1634776;4144.734375;-29424.533203125
1634777;4164.734375;-29424.533203125
1634778;4184.734375;-29424.533203125
1634779;4204.734375;-29424.533203125
1634780;4224.734375;-29424.533203125
1634781;4244.734375;-29424.533203125
1634782;4264.734375;-29424.533203125
1634783;4284.734375;-29424.533203125
1634784;4304.734375;-29424.533203125
1634785;4324.734375;-29424.533203125
1634786;4344.734375;-29424.533203125
1634787;4364.734375;-29424.533203125
1634788;4384.734375;-29424.533203125
1634789;4404.734375;-29424.533203125
1634790;4424.734375;-29424.533203125
1634791;4444.734375;-29424.533203125
1634792;4464.734375;-29424.533203125
1634793;4484.734375;-29424.533203125
1634794;4504.734375;-29424.533203125
1634795;4524.734375;-29424.533203125
1634796;4544.734375;-29424.533203125
1634797;4564.734375;-29424.533203125
1634798;4584.734375;-29424.533203125
1634799;4604.734375;-29424.533203125
1634800;4624.734375;-29424.533203125
1634801;4644.734375;-29424.533203125
1634802;4664.734375;-29424.533203125
1634803;4684.734375;-29424.533203125
1634804;4704.734375;-29424.533203125
1634805;4724.734375;-29424.533203125
1634806;4744.734375;-29424.533203125
1634807;4764.734375;-29424.533203125
1634808;4784.734375;-29424.533203125
1634809;4804.734375;-29424.533203125
1634810;4824.734375;-29424.533203125
1634811;4844.734375;-29424.533203125
1634812;4864.734375;-29424.533203125
1634813;4884.734375;-29424.533203125
1634814;4904.734375;-29424.533203125
1634815;4924.734375;-29424.533203125
1634816;4944.734375;-29424.533203125
1634817;4964.734375;-29424.533203125
1634818;4984.734375;-29424.533203125
1634819;5004.734375;-29424.533203125
1634820;5024.734375;-29424.533203125
1634821;5044.734375;-29424.533203125
1634822;5064.734375;-29424.533203125
1634823;5084.734375;-29424.533203125
1634824;5104.734375;-29424.533203125
1634825;5124.734375;-29424.533203125
1634826;5144.734375;-29424.533203125
1634827;5164.734375;-29424.533203125
1634828;5184.734375;-29424.533203125
1634829;5204.734375;-29424.533203125
1634830;5224.734375;-29424.533203125
1634831;5244.734375;-29424.533203125
1634832;5264.734375;-29424.533203125
1634833;5284.734375;-29424.533203125
1634834;5304.734375;-29424.533203125
1634835;5324.734375;-29424.533203125
1634836;5344.734375;-29424.533203125
1634837;5364.734375;-29424.533203125
1634838;5384.734375;-29424.533203125
1634839;5404.734375;-29424.533203125
1634840;5424.734375;-29424.533203125
1634841;5444.734375;-29424.533203125
1634842;5464.734375;-29424.533203125
1634843;5484.734375;-29424.533203125
1634844;5504.734375;-29424.533203125
1634845;5524.734375;-29424.533203125
1634846;5544.734375;-29424.533203125
1634847;5564.734375;-29424.533203125
1634848;5584.734375;-29424.533203125
1634849;5604.734375;-29424.533203125
1634850;5624.734375;-29424.533203125
1634851;5644.734375;-29424.533203125
1634852;5664.734375;-29424.533203125
1634853;5684.734375;-29424.533203125
1634854;5704.734375;-29424.533203125
1634855;5724.734375;-29424.533203125
1634856;5744.734375;-29424.533203125
1634857;5764.734375;-29424.533203125
1634858;5784.734375;-29424.533203125
1634859;5804.734375;-29424.533203125
1634860;5824.734375;-29424.533203125
1634861;5844.734375;-29424.533203125
1634862;5864.734375;-29424.533203125
1634863;5884.734375;-29424.533203125
1634864;5904.734375;-29424.533203125
1634865;5924.734375;-29424.533203125
1634866;5944.734375;-29424.533203125
1634867;5964.734375;-29424.533203125
1634868;5984.734375;-29424.533203125
1634869;6004.734375;-29424.533203125
1634870;6024.734375;-29424.533203125
1634871;6044.734375;-29424.533203125
1634872;6064.734375;-29424.533203125
1634873;6084.734375;-29424.533203125
1634874;3484.7341308594;-29444.533203125
1634875;3504.7341308594;-29444.533203125
1634876;3524.7341308594;-29444.533203125
1634877;3544.7341308594;-29444.533203125
1634878;3564.7341308594;-29444.533203125
1634879;3584.7341308594;-29444.533203125
1634880;3604.7341308594;-29444.533203125
1634881;3624.7341308594;-29444.533203125
1634882;3644.7341308594;-29444.533203125
1634883;3664.7341308594;-29444.533203125
1634884;3684.7341308594;-29444.533203125
1634885;3704.7341308594;-29444.533203125
1634886;3724.7341308594;-29444.533203125
1634887;3744.7341308594;-29444.533203125
1634888;3764.7341308594;-29444.533203125
1634889;3784.7341308594;-29444.533203125
1634890;3804.7341308594;-29444.533203125
1634891;3824.7341308594;-29444.533203125
1634892;3844.7341308594;-29444.533203125
1634893;3864.7341308594;-29444.533203125
1634894;3884.7341308594;-29444.533203125
1634895;3904.7341308594;-29444.533203125
1634896;3924.7341308594;-29444.533203125
1634897;3944.7341308594;-29444.533203125
1634898;3964.7341308594;-29444.533203125
1634899;3984.7341308594;-29444.533203125
1634900;4004.7341308594;-29444.533203125
1634901;4024.7341308594;-29444.533203125
1634902;4044.7341308594;-29444.533203125
1634903;4064.7341308594;-29444.533203125
1634904;4084.7341308594;-29444.533203125
1634905;4104.734375;-29444.533203125
1634906;4124.734375;-29444.533203125
1634907;4144.734375;-29444.533203125
1634908;4164.734375;-29444.533203125
1634909;4184.734375;-29444.533203125
1634910;4204.734375;-29444.533203125
1634911;4224.734375;-29444.533203125
1634912;4244.734375;-29444.533203125
1634913;4264.734375;-29444.533203125
1634914;4284.734375;-29444.533203125
1634915;4304.734375;-29444.533203125
1634916;4324.734375;-29444.533203125
1634917;4344.734375;-29444.533203125
1634918;4364.734375;-29444.533203125
1634919;4384.734375;-29444.533203125
1634920;4404.734375;-29444.533203125
1634921;4424.734375;-29444.533203125
1634922;4444.734375;-29444.533203125
1634923;4464.734375;-29444.533203125
1634924;4484.734375;-29444.533203125
1634925;4504.734375;-29444.533203125
1634926;4524.734375;-29444.533203125
1634927;4544.734375;-29444.533203125
1634928;4564.734375;-29444.533203125
1634929;4584.734375;-29444.533203125
1634930;4604.734375;-29444.533203125
1634931;4624.734375;-29444.533203125
1634932;4644.734375;-29444.533203125
1634933;4664.734375;-29444.533203125
1634934;4684.734375;-29444.533203125
1634935;4704.734375;-29444.533203125
1634936;4724.734375;-29444.533203125
1634937;4744.734375;-29444.533203125
1634938;4764.734375;-29444.533203125
1634939;4784.734375;-29444.533203125
1634940;4804.734375;-29444.533203125
1634941;4824.734375;-29444.533203125
1634942;4844.734375;-29444.533203125
1634943;4864.734375;-29444.533203125
1634944;4884.734375;-29444.533203125
1634945;4904.734375;-29444.533203125
1634946;4924.734375;-29444.533203125
1634947;4944.734375;-29444.533203125
1634948;4964.734375;-29444.533203125
1634949;4984.734375;-29444.533203125
1634950;5004.734375;-29444.533203125
1634951;5024.734375;-29444.533203125
1634952;5044.734375;-29444.533203125
1634953;5064.734375;-29444.533203125
1634954;5084.734375;-29444.533203125
1634955;5104.734375;-29444.533203125
1634956;5124.734375;-29444.533203125
1634957;5144.734375;-29444.533203125
1634958;5164.734375;-29444.533203125
1634959;5184.734375;-29444.533203125
1634960;5204.734375;-29444.533203125
1634961;5224.734375;-29444.533203125
1634962;5244.734375;-29444.533203125
1634963;5264.734375;-29444.533203125
1634964;5284.734375;-29444.533203125
1634965;5304.734375;-29444.533203125
1634966;5324.734375;-29444.533203125
1634967;5344.734375;-29444.533203125
1634968;5364.734375;-29444.533203125
1634969;5384.734375;-29444.533203125
1634970;5404.734375;-29444.533203125
1634971;5424.734375;-29444.533203125
1634972;5444.734375;-29444.533203125
1634973;5464.734375;-29444.533203125
1634974;5484.734375;-29444.533203125
1634975;5504.734375;-29444.533203125
1634976;5524.734375;-29444.533203125
1634977;5544.734375;-29444.533203125
1634978;5564.734375;-29444.533203125
1634979;5584.734375;-29444.533203125
1634980;5604.734375;-29444.533203125
1634981;5624.734375;-29444.533203125
1634982;5644.734375;-29444.533203125
1634983;5664.734375;-29444.533203125
1634984;5684.734375;-29444.533203125
1634985;5704.734375;-29444.533203125
1634986;5724.734375;-29444.533203125
1634987;5744.734375;-29444.533203125
1634988;5764.734375;-29444.533203125
1634989;5784.734375;-29444.533203125
1634990;5804.734375;-29444.533203125
1634991;5824.734375;-29444.533203125
1634992;5844.734375;-29444.533203125
1634993;5864.734375;-29444.533203125
1634994;5884.734375;-29444.533203125
1634995;5904.734375;-29444.533203125
1634996;5924.734375;-29444.533203125
1634997;5944.734375;-29444.533203125
1634998;5964.734375;-29444.533203125
1634999;5984.734375;-29444.533203125
1635000;6004.734375;-29444.533203125
1635001;6024.734375;-29444.533203125
1635002;6044.734375;-29444.533203125
1635003;6064.734375;-29444.533203125
1635004;6084.734375;-29444.533203125
1635005;3484.7341308594;-29464.533203125
1635006;3504.7341308594;-29464.533203125
1635007;3524.7341308594;-29464.533203125
1635008;3544.7341308594;-29464.533203125
1635009;3564.7341308594;-29464.533203125
1635010;3584.7341308594;-29464.533203125
1635011;3604.7341308594;-29464.533203125
1635012;3624.7341308594;-29464.533203125
1635013;3644.7341308594;-29464.533203125
1635014;3664.7341308594;-29464.533203125
1635015;3684.7341308594;-29464.533203125
1635016;3704.7341308594;-29464.533203125
1635017;3724.7341308594;-29464.533203125
1635018;3744.7341308594;-29464.533203125
1635019;3764.7341308594;-29464.533203125
1635020;3784.7341308594;-29464.533203125
1635021;3804.7341308594;-29464.533203125
1635022;3824.7341308594;-29464.533203125
1635023;3844.7341308594;-29464.533203125
1635024;3864.7341308594;-29464.533203125
1635025;3884.7341308594;-29464.533203125
1635026;3904.7341308594;-29464.533203125
1635027;3924.7341308594;-29464.533203125
1635028;3944.7341308594;-29464.533203125
1635029;3964.7341308594;-29464.533203125
1635030;3984.7341308594;-29464.533203125
1635031;4004.7341308594;-29464.533203125
1635032;4024.7341308594;-29464.533203125
1635033;4044.7341308594;-29464.533203125
1635034;4064.7341308594;-29464.533203125
1635035;4084.7341308594;-29464.533203125
1635036;4104.734375;-29464.533203125
1635037;4124.734375;-29464.533203125
1635038;4144.734375;-29464.533203125
1635039;4164.734375;-29464.533203125
1635040;4184.734375;-29464.533203125
1635041;4204.734375;-29464.533203125
1635042;4224.734375;-29464.533203125
1635043;4244.734375;-29464.533203125
1635044;4264.734375;-29464.533203125
1635045;4284.734375;-29464.533203125
1635046;4304.734375;-29464.533203125
1635047;4324.734375;-29464.533203125
1635048;4344.734375;-29464.533203125
1635049;4364.734375;-29464.533203125
1635050;4384.734375;-29464.533203125
1635051;4404.734375;-29464.533203125
1635052;4424.734375;-29464.533203125
1635053;4444.734375;-29464.533203125
1635054;4464.734375;-29464.533203125
1635055;4484.734375;-29464.533203125
1635056;4504.734375;-29464.533203125
1635057;4524.734375;-29464.533203125
1635058;4544.734375;-29464.533203125
1635059;4564.734375;-29464.533203125
1635060;4584.734375;-29464.533203125
1635061;4604.734375;-29464.533203125
1635062;4624.734375;-29464.533203125
1635063;4644.734375;-29464.533203125
1635064;4664.734375;-29464.533203125
1635065;4684.734375;-29464.533203125
1635066;4704.734375;-29464.533203125
1635067;4724.734375;-29464.533203125
1635068;4744.734375;-29464.533203125
1635069;4764.734375;-29464.533203125
1635070;4784.734375;-29464.533203125
1635071;4804.734375;-29464.533203125
1635072;4824.734375;-29464.533203125
1635073;4844.734375;-29464.533203125
1635074;4864.734375;-29464.533203125
1635075;4884.734375;-29464.533203125
1635076;4904.734375;-29464.533203125
1635077;4924.734375;-29464.533203125
1635078;4944.734375;-29464.533203125
1635079;4964.734375;-29464.533203125
1635080;4984.734375;-29464.533203125
1635081;5004.734375;-29464.533203125
1635082;5024.734375;-29464.533203125
1635083;5044.734375;-29464.533203125
1635084;5064.734375;-29464.533203125
1635085;5084.734375;-29464.533203125
1635086;5104.734375;-29464.533203125
1635087;5124.734375;-29464.533203125
1635088;5144.734375;-29464.533203125
1635089;5164.734375;-29464.533203125
1635090;5184.734375;-29464.533203125
1635091;5204.734375;-29464.533203125
1635092;5224.734375;-29464.533203125
1635093;5244.734375;-29464.533203125
1635094;5264.734375;-29464.533203125
1635095;5284.734375;-29464.533203125
1635096;5304.734375;-29464.533203125
1635097;5324.734375;-29464.533203125
1635098;5344.734375;-29464.533203125
1635099;5364.734375;-29464.533203125
1635100;5384.734375;-29464.533203125
1635101;5404.734375;-29464.533203125
1635102;5424.734375;-29464.533203125
1635103;5444.734375;-29464.533203125
1635104;5464.734375;-29464.533203125
1635105;5484.734375;-29464.533203125
1635106;5504.734375;-29464.533203125
1635107;5524.734375;-29464.533203125
1635108;5544.734375;-29464.533203125
1635109;5564.734375;-29464.533203125
1635110;5584.734375;-29464.533203125
1635111;5604.734375;-29464.533203125
1635112;5624.734375;-29464.533203125
1635113;5644.734375;-29464.533203125
1635114;5664.734375;-29464.533203125
1635115;5684.734375;-29464.533203125
1635116;5704.734375;-29464.533203125
1635117;5724.734375;-29464.533203125
1635118;5744.734375;-29464.533203125
1635119;5764.734375;-29464.533203125
1635120;5784.734375;-29464.533203125
1635121;5804.734375;-29464.533203125
1635122;5824.734375;-29464.533203125
1635123;5844.734375;-29464.533203125
1635124;5864.734375;-29464.533203125
1635125;5884.734375;-29464.533203125
1635126;5904.734375;-29464.533203125
1635127;5924.734375;-29464.533203125
1635128;5944.734375;-29464.533203125
1635129;5964.734375;-29464.533203125
1635130;5984.734375;-29464.533203125
1635131;6004.734375;-29464.533203125
1635132;6024.734375;-29464.533203125
1635133;6044.734375;-29464.533203125
1635134;6064.734375;-29464.533203125
1635135;6084.734375;-29464.533203125
1635136;6104.734375;-29464.533203125
1635137;3464.7341308594;-29484.533203125
1635138;3484.7341308594;-29484.533203125
1635139;3504.7341308594;-29484.533203125
1635140;3524.7341308594;-29484.533203125
1635141;3544.7341308594;-29484.533203125
1635142;3564.7341308594;-29484.533203125
1635143;3584.7341308594;-29484.533203125
1635144;3604.7341308594;-29484.533203125
1635145;3624.7341308594;-29484.533203125
1635146;3644.7341308594;-29484.533203125
1635147;3664.7341308594;-29484.533203125
1635148;3684.7341308594;-29484.533203125
1635149;3704.7341308594;-29484.533203125
1635150;3724.7341308594;-29484.533203125
1635151;3744.7341308594;-29484.533203125
1635152;3764.7341308594;-29484.533203125
1635153;3784.7341308594;-29484.533203125
1635154;3804.7341308594;-29484.533203125
1635155;3824.7341308594;-29484.533203125
1635156;3844.7341308594;-29484.533203125
1635157;3864.7341308594;-29484.533203125
1635158;3884.7341308594;-29484.533203125
1635159;3904.7341308594;-29484.533203125
1635160;3924.7341308594;-29484.533203125
1635161;3944.7341308594;-29484.533203125
1635162;3964.7341308594;-29484.533203125
1635163;3984.7341308594;-29484.533203125
1635164;4004.7341308594;-29484.533203125
1635165;4024.7341308594;-29484.533203125
1635166;4044.7341308594;-29484.533203125
1635167;4064.7341308594;-29484.533203125
1635168;4084.7341308594;-29484.533203125
1635169;4104.734375;-29484.533203125
1635170;4124.734375;-29484.533203125
1635171;4144.734375;-29484.533203125
1635172;4164.734375;-29484.533203125
1635173;4184.734375;-29484.533203125
1635174;4204.734375;-29484.533203125
1635175;4224.734375;-29484.533203125
1635176;4244.734375;-29484.533203125
1635177;4264.734375;-29484.533203125
1635178;4284.734375;-29484.533203125
1635179;4304.734375;-29484.533203125
1635180;4324.734375;-29484.533203125
1635181;4344.734375;-29484.533203125
1635182;4364.734375;-29484.533203125
1635183;4384.734375;-29484.533203125
1635184;4404.734375;-29484.533203125
1635185;4424.734375;-29484.533203125
1635186;4444.734375;-29484.533203125
1635187;4464.734375;-29484.533203125
1635188;4484.734375;-29484.533203125
1635189;4504.734375;-29484.533203125
1635190;4524.734375;-29484.533203125
1635191;4544.734375;-29484.533203125
1635192;4564.734375;-29484.533203125
1635193;4584.734375;-29484.533203125
1635194;4604.734375;-29484.533203125
1635195;4624.734375;-29484.533203125
1635196;4644.734375;-29484.533203125
1635197;4664.734375;-29484.533203125
1635198;4684.734375;-29484.533203125
1635199;4704.734375;-29484.533203125
1635200;4724.734375;-29484.533203125
1635201;4744.734375;-29484.533203125
1635202;4764.734375;-29484.533203125
1635203;4784.734375;-29484.533203125
1635204;4804.734375;-29484.533203125
1635205;4824.734375;-29484.533203125
1635206;4844.734375;-29484.533203125
1635207;4864.734375;-29484.533203125
1635208;4884.734375;-29484.533203125
1635209;4904.734375;-29484.533203125
1635210;4924.734375;-29484.533203125
1635211;4944.734375;-29484.533203125
1635212;4964.734375;-29484.533203125
1635213;4984.734375;-29484.533203125
1635214;5004.734375;-29484.533203125
1635215;5024.734375;-29484.533203125
1635216;5044.734375;-29484.533203125
1635217;5064.734375;-29484.533203125
1635218;5084.734375;-29484.533203125
1635219;5104.734375;-29484.533203125
1635220;5124.734375;-29484.533203125
1635221;5144.734375;-29484.533203125
1635222;5164.734375;-29484.533203125
1635223;5184.734375;-29484.533203125
1635224;5204.734375;-29484.533203125
1635225;5224.734375;-29484.533203125
1635226;5244.734375;-29484.533203125
1635227;5264.734375;-29484.533203125
1635228;5284.734375;-29484.533203125
1635229;5304.734375;-29484.533203125
1635230;5324.734375;-29484.533203125
1635231;5344.734375;-29484.533203125
1635232;5364.734375;-29484.533203125
1635233;5384.734375;-29484.533203125
1635234;5404.734375;-29484.533203125
1635235;5424.734375;-29484.533203125
1635236;5444.734375;-29484.533203125
1635237;5464.734375;-29484.533203125
1635238;5484.734375;-29484.533203125
1635239;5504.734375;-29484.533203125
1635240;5524.734375;-29484.533203125
1635241;5544.734375;-29484.533203125
1635242;5564.734375;-29484.533203125
1635243;5584.734375;-29484.533203125
1635244;5604.734375;-29484.533203125
1635245;5624.734375;-29484.533203125
1635246;5644.734375;-29484.533203125
1635247;5664.734375;-29484.533203125
1635248;5684.734375;-29484.533203125
1635249;5704.734375;-29484.533203125
1635250;5724.734375;-29484.533203125
1635251;5744.734375;-29484.533203125
1635252;5764.734375;-29484.533203125
1635253;5784.734375;-29484.533203125
1635254;5804.734375;-29484.533203125
1635255;5824.734375;-29484.533203125
1635256;5844.734375;-29484.533203125
1635257;5864.734375;-29484.533203125
1635258;5884.734375;-29484.533203125
1635259;5904.734375;-29484.533203125
1635260;5924.734375;-29484.533203125
1635261;5944.734375;-29484.533203125
1635262;5964.734375;-29484.533203125
1635263;5984.734375;-29484.533203125
1635264;6004.734375;-29484.533203125
1635265;6024.734375;-29484.533203125
1635266;6044.734375;-29484.533203125
1635267;6064.734375;-29484.533203125
1635268;6084.734375;-29484.533203125
1635269;6104.734375;-29484.533203125
1635270;3464.7341308594;-29504.533203125
1635271;3484.7341308594;-29504.533203125
1635272;3504.7341308594;-29504.533203125
1635273;3524.7341308594;-29504.533203125
1635274;3544.7341308594;-29504.533203125
1635275;3564.7341308594;-29504.533203125
1635276;3584.7341308594;-29504.533203125
1635277;3604.7341308594;-29504.533203125
1635278;3624.7341308594;-29504.533203125
1635279;3644.7341308594;-29504.533203125
1635280;3664.7341308594;-29504.533203125
1635281;3684.7341308594;-29504.533203125
1635282;3704.7341308594;-29504.533203125
1635283;3724.7341308594;-29504.533203125
1635284;3744.7341308594;-29504.533203125
1635285;3764.7341308594;-29504.533203125
1635286;3784.7341308594;-29504.533203125
1635287;3804.7341308594;-29504.533203125
1635288;3824.7341308594;-29504.533203125
1635289;3844.7341308594;-29504.533203125
1635290;3864.7341308594;-29504.533203125
1635291;3884.7341308594;-29504.533203125
1635292;3904.7341308594;-29504.533203125
1635293;3924.7341308594;-29504.533203125
1635294;3944.7341308594;-29504.533203125
1635295;3964.7341308594;-29504.533203125
1635296;3984.7341308594;-29504.533203125
1635297;4004.7341308594;-29504.533203125
1635298;4024.7341308594;-29504.533203125
1635299;4044.7341308594;-29504.533203125
1635300;4064.7341308594;-29504.533203125
1635301;4084.7341308594;-29504.533203125
1635302;4104.734375;-29504.533203125
1635303;4124.734375;-29504.533203125
1635304;4144.734375;-29504.533203125
1635305;4164.734375;-29504.533203125
1635306;4184.734375;-29504.533203125
1635307;4204.734375;-29504.533203125
1635308;4224.734375;-29504.533203125
1635309;4244.734375;-29504.533203125
1635310;4264.734375;-29504.533203125
1635311;4284.734375;-29504.533203125
1635312;4304.734375;-29504.533203125
1635313;4324.734375;-29504.533203125
1635314;4344.734375;-29504.533203125
1635315;4364.734375;-29504.533203125
1635316;4384.734375;-29504.533203125
1635317;4404.734375;-29504.533203125
1635318;4424.734375;-29504.533203125
